distance_m,velocity_m_per_s
56.78936386551664,23.84569138276553
57.03907033556094,23.8937875751503
57.272391483547366,23.94188376753507
57.506188759538574,23.98997995991984
57.74046216354369,24.03807615230461
57.97521169556844,24.086172344689377
58.21043735559871,24.13426853707415
58.44613914364268,24.182364729458918
58.68231705970965,24.230460921843687
58.91897110377626,24.278557114228455
59.15610127585831,24.326653306613228
59.393707575964534,24.374749498997996
59.63179000407005,24.422845691382765
59.87034856020221,24.470941883767534
60.1093832443369,24.519038076152306
60.36626564371609,24.567134268537075
60.60628659303128,24.615230460921843
60.84678367034846,24.663326653306612
61.087756875677954,24.711422845691384
61.32920620902979,24.759519038076153
61.57113167038522,24.80761523046092
61.81353325975354,24.85571142284569
62.05641097714434,24.90380761523046
62.299764822538584,24.95190380761523
62.54359479594661,25.0
